Institute Code,Institute Name,Place,District Name,Region,College,Minority,Co-Educational,Affiliated to,Branch,Fee Structure,Convener Seats
SVNP,SRI SHIVANI COLLEGE OF PHARM,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,KU,PHM,45000,11
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,JNTUH,CIV,65000,6
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,JNTUH,CSD,65000,7
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,JNTUH,CSE,65000,13
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,JNTUH,CSM,65000,7
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,JNTUH,ECE,65000,13
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,JNTUH,EEE,65000,13
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,JNTUH,MEC,65000,7
SVSP,SVS GRP OF INSTNS - SVS INST OF PHARMACY,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,JNTUH,PHM,55000,11
SWCP,SHADHAN WOMENS COLL OF PHARM,KHAIRATABAD,HYDERABAD,OU,PVT,MUS,GIRLS,JNTUH,PHM,50000,10
SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,KHAIRTABAD,HYDERABAD,OU,PVT,MUS,GIRLS,JNTUH,AID,55000,6
SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,KHAIRTABAD,HYDERABAD,OU,PVT,MUS,GIRLS,JNTUH,CSE,55000,18
SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,KHAIRTABAD,HYDERABAD,OU,PVT,MUS,GIRLS,JNTUH,ECE,55000,6
SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,KHAIRTABAD,HYDERABAD,OU,PVT,MUS,GIRLS,JNTUH,EEE,55000,6
SWET,SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,KHAIRTABAD,HYDERABAD,OU,PVT,MUS,GIRLS,JNTUH,INF,55000,12
TALP,TALLA PADMAVATHI COLLEGE OF PHARMACY,WARANGAL,HANAMKONDA,OU,PVT,NA,COED,KU,PHM,75000,11
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PEDDAPALLI,OU,PVT,NA,COED,JNTUH,AIM,65000,6
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PEDDAPALLI,OU,PVT,NA,COED,JNTUH,CSE,65000,7
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PEDDAPALLI,OU,PVT,NA,COED,JNTUH,ECE,65000,6
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PEDDAPALLI,OU,PVT,NA,COED,JNTUH,EEE,65000,7
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,AIM,65000,6
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSE,65000,7
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,ECE,65000,6
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,EEE,65000,7
TEJA,TEJA COLLEGE OF PHARMACY,KODADA,SURYAPET,OU,PVT,NA,COED,JNTUH,PHM,60000,7
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AIM,80000,13
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,80000,26
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSG,80000,7
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,80000,26
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,80000,7
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,INF,80000,13
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,85000,6
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,85000,20
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,85000,26
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,85000,20
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,85000,27
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,85000,6
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,INF,85000,14
TKRP,TEEGALA KRISHNA REDDY COLLEGE OF PHARMACY,MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,PHM,60000,11
TMLP,TIRUMALA COLL OF PHARMACY,NIZAMABAD,NIZAMABAD,OU,PVT,NA,COED,JNTUH,PHM,60000,11
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,HANAMKONDA,OU,PVT,NA,COED,JNTUH,CSE,75000,13
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,HANAMKONDA,OU,PVT,NA,COED,JNTUH,CSM,75000,6
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,HANAMKONDA,OU,PVT,NA,COED,JNTUH,ECE,75000,7
TPCP,TALLA PADMAVATHI PHARMACY COLLEGE,WARANGAL,HANAMKONDA,OU,PVT,NA,COED,JNTUH,PHM,75000,7
TRNP,TRINITY COLLEGE OF PHARMACY,PEDDAPALLY,PEDDAPALLI,OU,PVT,NA,COED,SVHU,PHM,60000,11
TRPM,TEEGALA RAMI REDDY COLL OF PHARMACY,MIRPET,RANGAREDDY,OU,PVT,NA,COED,JNTUH,PHM,65000,11
TSPW,TELANGANA SOCIAL WELFARE RESIDENTIAL PHARMACY COLLEGE,MAHABUBABAD,MAHABUBABAD,OU,GOV,NA,GIRLS,KU,PHM,0,31
UCPB,UNITY COLLEGE OF PHARMACY,BHONGIR,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,PHM,52000,11
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CIV,105000,13
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSD,105000,20
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSE,105000,26
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSM,105000,20
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,ECE,105000,13
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,EEE,105000,13
VAGE,VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,MEC,105000,7
VAGP,VAGDEVI COLLEGE OF PHARMACY,HANAMKONDA,HANAMKONDA,OU,PVT,NA,COED,KU,PHM,70000,11
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABADERABAD,HYDERABAD,OU,PVT,NA,COED,OU,CIV,140000,6
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABADERABAD,HYDERABAD,OU,PVT,NA,COED,OU,CSE,140000,13
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABADERABAD,HYDERABAD,OU,PVT,NA,COED,OU,CSM,140000,7
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABADERABAD,HYDERABAD,OU,PVT,NA,COED,OU,ECE,140000,20
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABADERABAD,HYDERABAD,OU,PVT,NA,COED,OU,EEE,140000,6
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABADERABAD,HYDERABAD,OU,PVT,NA,COED,OU,INF,140000,20
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABADERABAD,HYDERABAD,OU,PVT,NA,COED,OU,MEC,140000,14
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CIV,85000,6
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSB,85000,7
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,85000,6
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,85000,20
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,85000,27
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,85000,19
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,85000,20
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,EEE,85000,7
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,INF,85000,13
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MEDCHAL,OU,PVT,NA,COED,JNTUH,MEC,85000,7
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,64000,6
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,64000,13
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,64000,7
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,64000,7
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,64000,6
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,64000,7
VCOP,SRI VENKATESWARA COLLEGE OF PHARMACY,MADHAPUR,RANGAREDDY,OU,PVT,NA,COED,OU,PHM,65000,7
VCPN,VIJAY COLL OF PHARMACY,NIZAMABAD,NIZAMABAD,OU,PVT,NA,COED,JNTUH,PHM,57000,7
VGNP,VIGNAN INST OF PHARM SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,PHM,70000,7
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,AID,100000,6
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,CIV,100000,3
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,CSD,100000,14
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,CSE,100000,19
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,CSM,100000,20
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,ECE,100000,13
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,EEE,100000,7
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,EIE,100000,3
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,INF,100000,7
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,MEC,100000,7
VGPC,VAGDEVI PHARMACY COLLEGE,WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,PHM,60000,11
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CIV,55000,6
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSD,55000,7
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSE,55000,13
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,CSM,55000,20
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,ECE,55000,16
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,EEE,55000,7
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,MEC,55000,4
VGSP,VAAGESWARI COLLEGE OF PHARMACY,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,PHM,53000,11
VGWL,VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSD,58000,13
VGWL,VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSE,58000,26
VGWL,VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,CSM,58000,13
VGWL,VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS),WARANGAL,WARANGAL,OU,PVT,NA,COED,JNTUH,ECE,58000,14
VIPN,VENKATESWARA INST OF PHARM SCI,NALGONDA,NALGONDA,OU,PVT,NA,COED,JNTUH,PHM,53000,7
VIPS,VAAGESWARI INST OF PHARMACY,KARIMNAGAR,KARIMNAGAR,OU,PVT,NA,COED,JNTUH,PHM,45000,11
VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,CIV,62000,3
VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,CSE,62000,3
VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,CSM,62000,3
VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,ECE,62000,4
VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,INF,62000,3
VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YADADRI BHUVANAGIRI,OU,PVT,NA,COED,JNTUH,MEC,62000,4
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MAHABUBNAGAR,OU,PVT,NA,COED,JNTUH,CIV,63000,6
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MAHABUBNAGAR,OU,PVT,NA,COED,JNTUH,CSE,63000,7
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MAHABUBNAGAR,OU,PVT,NA,COED,JNTUH,ECE,63000,6
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MAHABUBNAGAR,OU,PVT,NA,COED,JNTUH,EEE,63000,7
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MAHABUBNAGAR,OU,PVT,NA,COED,JNTUH,MEC,63000,7
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,AID,135000,6
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,AUT,135000,7
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CIV,135000,13
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSB,135000,7
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSC,135000,6
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSD,135000,13
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSE,135000,27
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSM,135000,20
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,CSO,135000,6
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,ECE,135000,27
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,EEE,135000,13
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,EIE,135000,13
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,INF,135000,20
VJEC,V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MEDCHAL,OU,PVT,NA,COED,JNTUH,MEC,135000,13
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AI,115000,13
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AID,115000,6
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,115000,14
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSD,115000,6
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,115000,27
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,115000,6
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,115000,27
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,115000,6
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,INF,115000,20
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,MOINABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,115000,7
VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,CSD,75000,6
VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,CSE,75000,7
VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,CSM,75000,6
VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,ECE,75000,7
VJYA,VIJAYA ENGINEERING COLLEGE,KHAMMAM,KHAMMAM,OU,PVT,NA,COED,JNTUH,EEE,75000,7
VJYH,VIJAYA COLLEGE OF PHARMACY,HAYATHNAGAR,RANGAREDDY,OU,PVT,NA,COED,JNTUH,PHM,70000,11
VKAS,VIKAS COLLEGE OF PHARMACY,JANAGAON,JAYASHANKAR BHUPALPALLY,OU,PVT,NA,COED,KU,PHM,65000,11
VKSP,VIKAS COLL OF PHARMACEUTICAL SCIENCES,SURYAPET,SURYAPET,OU,PVT,NA,COED,JNTUH,PHM,55000,11
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AID,140000,6
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,AIM,140000,7
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CIV,140000,6
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSE,140000,27
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,CSM,140000,20
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,ECE,140000,19
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,EEE,140000,7
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,INF,140000,20
VMEG,VARDHAMAN COLLEGE OF ENGINEERING,SHAMSHABAD,RANGAREDDY,OU,PVT,NA,COED,JNTUH,MEC,140000,7
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,AID,90000,6
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,CSD,90000,7
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,CSE,90000,20
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,CSM,90000,6
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,ECE,90000,7
VMTW,VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,GHATKESAR,MEDCHAL,OU,PVT,NA,GIRLS,JNTUH,INF,90000,7
VPRG,VISION COLLEGE OF PHARMSCI AND RES,BODUPPAL,MEDCHAL,OU,PVT,NA,COED,JNTUH,PHM,55000,11
VPWL,VAAGDEVI INST OF PHARM SCI,WARANGAL,WARANGAL,OU,PVT,NA,COED,KU,PHM,45000,11
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NIZAMABAD,OU,PVT,NA,COED,JNTUH,CIV,45600,6
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NIZAMABAD,OU,PVT,NA,COED,JNTUH,CSE,45600,7
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NIZAMABAD,OU,PVT,NA,COED,JNTUH,CSM,45600,6
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NIZAMABAD,OU,PVT,NA,COED,JNTUH,ECE,45600,4
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NIZAMABAD,OU,PVT,NA,COED,JNTUH,EEE,45600,6
VREC,VIJAYA RURAL ENGINEERING COLLEGE,NIZAMABAD,NIZAMABAD,OU,PVT,NA,COED,JNTUH,MEC,45600,4
